User_1,Mentions,Conative,User_2
,,"('dictatorship', 'implanted')",rosana_n_b
,,"('implanted', 'supreme')",rosana_n_b
,,"('supreme', 'court')",rosana_n_b
,,"('court', 'elected')",rosana_n_b
,,"('elected', 'ladr')",rosana_n_b
,,"('ladr', 'get')",rosana_n_b
,,"('get', 'ready')",rosana_n_b
,,"('ready', 'live')",rosana_n_b
,,"('live', 'hell')",rosana_n_b
,,"('hell', 'land')",rosana_n_b
,,"('land', 'managed')",rosana_n_b
,,"('managed', 'meets')",rosana_n_b
,,"('meets', 'needy')",rosana_n_b
,,"('needy', 'lends')",rosana_n_b
,,"('lends', 'god')",rosana_n_b
,,"('god', 'pay')",rosana_n_b
,,"('pay', 'psalm')",rosana_n_b
,,"('psalm', 'credit')",rosana_n_b
,,"('credit', 'could')",rosana_n_b
,,"('could', 'see')",rosana_n_b
,,"('see', 'live')",rosana_n_b
,,"('live', 'knocked')",rosana_n_b
,,"('knocked', 'finish')",rosana_n_b
,,"('world', 'needs')",ajudem.o.brasil
,,"('needs', 'know')",ajudem.o.brasil
,,"('know', 'truth')",ajudem.o.brasil
,,"('truth', 'manipulative')",ajudem.o.brasil
,,"('manipulative', 'media')",ajudem.o.brasil
,,"('media', 'bought')",ajudem.o.brasil
,,"('bought', 'government')",ajudem.o.brasil
,,"('government', 'along')",ajudem.o.brasil
,,"('along', 'corrupt')",ajudem.o.brasil
,,"('corrupt', 'judiciary')",ajudem.o.brasil
,,"('judiciary', 'says')",ajudem.o.brasil
,,"('brazilian', 'short')",gelopestyle
,,"('short', 'memory')",gelopestyle
,,"('memory', 'dont')",gelopestyle
,,"('dont', 'vote')",gelopestyle
,,"('vote', 'properly')",gelopestyle
,,"('properly', 'forget')",gelopestyle
,,"('forget', 'mistakes')",gelopestyle
,,"('mistakes', 'past')",gelopestyle
,,"('past', 'sit')",gelopestyle
,,"('sit', 'tail')",gelopestyle
,,"('tail', 'talk')",gelopestyle
,,"('talk', 'tail')",gelopestyle
,,"('tail', 'othersimpressive')",gelopestyle
,,"('othersimpressive', 'sensationalist')",gelopestyle
,,"('sensationalist', 'media')",gelopestyle
,,"('media', 'articulate')",gelopestyle
,,"('articulate', 'manipulate')",gelopestyle
,,"('manipulate', 'minds')",gelopestyle
,,"('minds', 'underprivileged')",gelopestyle
,,"('underprivileged', 'sake')",gelopestyle
,,"('sake', 'sponsors')",gelopestyle
,,"('sponsors', 'allies')",gelopestyle
,,"('allies', 'front')",gelopestyle
,,"('front', 'mass')",gelopestyle
,,"('mass', 'maneuver')",gelopestyle
,,"('maneuver', 'bunch')",gelopestyle
,,"('bunch', 'crazy')",gelopestyle
,,"('crazy', 'fanatics')",gelopestyle
,,"('fanatics', 'changes')",gelopestyle
,,"('changes', 'inright')",gelopestyle
,,"('inright', 'others')",gelopestyle
,,"('others', 'left')",gelopestyle
,,"('left', 'real')",gelopestyle
,,"('real', 'people')",gelopestyle
,,"('people', 'lost')",gelopestyle
,,"('lost', 'aimlessly')",gelopestyle
,,"('aimlessly', 'ideal')",gelopestyle
,,"('ideal', 'need')",gelopestyle
,,"('need', 'cling')",gelopestyle
,,"('cling', 'cause')",gelopestyle
,,"('cause', 'without')",gelopestyle
,,"('without', 'studying')",gelopestyle
,,"('studying', 'facts')",gelopestyle
,,"('facts', 'discernment')",gelopestyle
,,"('discernment', 'actionshow')",gelopestyle
,,"('actionshow', 'convince')",gelopestyle
,,"('convince', 'fanatic')",gelopestyle
,,"('fanatic', 'talk')",gelopestyle
,,"('talk', 'either')",gelopestyle
,,"('either', 'invest')",gelopestyle
,,"('invest', 'education')",gelopestyle
,,"('education', 'f')",gelopestyle
,,"('f', 'always')",gelopestyle
,,"('always', 'nothing')",gelopestyle
,,"('nothing', 'changes')",gelopestyle
,,"('changes', 'true')",gelopestyle
,,"('true', 'terrorists')",gelopestyle
,,"('terrorists', 'wear')",gelopestyle
,,"('wear', 'suit')",gelopestyle
,,"('suit', 'tie')",gelopestyle
,,"('tie', 'fight')",gelopestyle
,,"('fight', 'one')",gelopestyle
,,"('one', 'side')",gelopestyle
,,"('urgente', 'posted')",stefanybarretopatriota
,,"('posted', 'compartil')",stefanybarretopatriota
,,"('compartil', 'world')",stefanybarretopatriota
,,"('world', 'knowposted')",stefanybarretopatriota
,,"('knowposted', 'share')",stefanybarretopatriota
,,"('share', 'everywhere')",stefanybarretopatriota
,,"('everywhere', 'tag')",stefanybarretopatriota
,,"('tag', 'everyone')",stefanybarretopatriota
,,"('everyone', 'get')",stefanybarretopatriota
,,"('get', 'network')",stefanybarretopatriota
,,"('urgente', 'posted')",stefanybarretopatriota
,,"('posted', 'compartil')",stefanybarretopatriota
,,"('compartil', 'world')",stefanybarretopatriota
,,"('world', 'knowposted')",stefanybarretopatriota
,,"('knowposted', 'share')",stefanybarretopatriota
,,"('share', 'everywhere')",stefanybarretopatriota
,,"('everywhere', 'tag')",stefanybarretopatriota
,,"('tag', 'everyone')",stefanybarretopatriota
,,"('everyone', 'get')",stefanybarretopatriota
,,"('get', 'network')",stefanybarretopatriota
,,"('urgente', 'posted')",stefanybarretopatriota
,,"('posted', 'compartil')",stefanybarretopatriota
,,"('compartil', 'world')",stefanybarretopatriota
,,"('world', 'knowposted')",stefanybarretopatriota
,,"('knowposted', 'share')",stefanybarretopatriota
,,"('share', 'everywhere')",stefanybarretopatriota
,,"('everywhere', 'tag')",stefanybarretopatriota
,,"('tag', 'everyone')",stefanybarretopatriota
,,"('everyone', 'get')",stefanybarretopatriota
,,"('get', 'network')",stefanybarretopatriota
,,"('international', 'media')",gracisourient
,,"('media', 'showing')",gracisourient
,,"('showing', 'truth')",gracisourient
,,"('urgente', 'posted')",stefanybarretopatriota
,,"('posted', 'compartil')",stefanybarretopatriota
,,"('compartil', 'world')",stefanybarretopatriota
,,"('world', 'knowposted')",stefanybarretopatriota
,,"('knowposted', 'share')",stefanybarretopatriota
,,"('share', 'everywhere')",stefanybarretopatriota
,,"('everywhere', 'tag')",stefanybarretopatriota
,,"('tag', 'everyone')",stefanybarretopatriota
,,"('everyone', 'get')",stefanybarretopatriota
,,"('get', 'network')",stefanybarretopatriota
,,"('urgente', 'posted')",stefanybarretopatriota
,,"('posted', 'compartil')",stefanybarretopatriota
,,"('compartil', 'world')",stefanybarretopatriota
,,"('world', 'knowposted')",stefanybarretopatriota
,,"('knowposted', 'share')",stefanybarretopatriota
,,"('share', 'everywhere')",stefanybarretopatriota
,,"('everywhere', 'tag')",stefanybarretopatriota
,,"('tag', 'everyone')",stefanybarretopatriota
,,"('everyone', 'get')",stefanybarretopatriota
,,"('get', 'network')",stefanybarretopatriota
,,"('prepare', 'loin')",inconformax
,,"('loin', 'back')",inconformax
,,"('back', 'reality')",inconformax
,,"('reality', 'hold')",inconformax
,,"('hold', 'lambada')",inconformax
,,"('pa', 'ca')",amadeudaluzjunior
,,"('ca', 'ba')",amadeudaluzjunior
,,"('ba', 'guys')",amadeudaluzjunior
,,"('guys', 'going')",amadeudaluzjunior
,,"('going', 'register')",amadeudaluzjunior
,,"('register', 'restricted')",amadeudaluzjunior
,,"('restricted', 'caliber')",amadeudaluzjunior
,,"('caliber', 'weapons')",amadeudaluzjunior
,,"('weapons', 'pf')",amadeudaluzjunior
,,"('pf', 'bbc')",amadeudaluzjunior
,,"('bbc', 'london')",amadeudaluzjunior
,,"('london', 'calling')",amadeudaluzjunior
,,"('calling', 'unofficial')",amadeudaluzjunior
,,"('terrorists', 'second')",ajudem.o.brasil
,,"('second', 'mafia')",ajudem.o.brasil
,,"('mafia', 'established')",ajudem.o.brasil
,,"('established', 'countrywhile')",ajudem.o.brasil
,,"('countrywhile', 'human')",ajudem.o.brasil
,,"('human', 'rights')",ajudem.o.brasil
,,"('rights', 'valid')",ajudem.o.brasil
,,"('valid', 'criminal')",ajudem.o.brasil
,,"('criminal', 'bandits')",ajudem.o.brasil
,,"('bandits', 'elderly')",ajudem.o.brasil
,,"('elderly', 'arrested')",ajudem.o.brasil
,,"('arrested', 'record')",ajudem.o.brasil
,,"('record', 'deaths')",ajudem.o.brasil
,,"('deaths', 'human')",ajudem.o.brasil
,,"('human', 'neglect')",ajudem.o.brasil
,,"('neglect', 'gentlemen')",ajudem.o.brasil
,,"('gentlemen', 'barracks')",ajudem.o.brasil
,,"('parliamentary', 'front')",agrofy.news.brasil
,,"('front', 'agriculture')",agrofy.news.brasil
,,"('agriculture', 'fpa')",agrofy.news.brasil
,,"('fpa', 'issued')",agrofy.news.brasil
,,"('issued', 'note')",agrofy.news.brasil
,,"('note', 'repudiation')",agrofy.news.brasil
,,"('repudiation', 'invasions')",agrofy.news.brasil
,,"('invasions', 'acts')",agrofy.news.brasil
,,"('acts', 'vandalism')",agrofy.news.brasil
,,"('vandalism', 'national')",agrofy.news.brasil
,,"('national', 'congress')",agrofy.news.brasil
,,"('congress', 'federal')",agrofy.news.brasil
,,"('federal', 'supreme')",agrofy.news.brasil
,,"('supreme', 'court')",agrofy.news.brasil
,,"('court', 'planalto')",agrofy.news.brasil
,,"('planalto', 'palace')",agrofy.news.brasil
,,"('palace', 'took')",agrofy.news.brasil
,,"('took', 'place')",agrofy.news.brasil
,,"('place', 'yesterday')",agrofy.news.brasil
,,"('yesterday', 'th')",agrofy.news.brasil
,,"('th', 'brasilia')",agrofy.news.brasil
,,"('brasilia', 'fpa')",agrofy.news.brasil
,,"('fpa', 'fpa')",agrofy.news.brasil
,,"('fpa', 'represents')",agrofy.news.brasil
,,"('represents', 'interests')",agrofy.news.brasil
,,"('interests', 'agribusiness')",agrofy.news.brasil
,,"('agribusiness', 'national')",agrofy.news.brasil
,,"('national', 'congress')",agrofy.news.brasil
,,"('congress', 'said')",agrofy.news.brasil
,,"('said', 'advocate')",agrofy.news.brasil
,,"('advocate', 'development')",agrofy.news.brasil
,,"('development', 'brazilian')",agrofy.news.brasil
,,"('brazilian', 'agricultural')",agrofy.news.brasil
,,"('agricultural', 'sector')",agrofy.news.brasil
,,"('sector', 'country')",agrofy.news.brasil
,,"('country', 'whole')",agrofy.news.brasil
,,"('whole', 'compromise')",agrofy.news.brasil
,,"('compromise', 'participate')",agrofy.news.brasil
,,"('participate', 'undemocratic')",agrofy.news.brasil
,,"('undemocratic', 'acts')",agrofy.news.brasil
,,"('acts', 'federal')",agrofy.news.brasil
,,"('federal', 'capital')",agrofy.news.brasil
,,"('capital', 'text')",agrofy.news.brasil
,,"('text', 'note')",agrofy.news.brasil
,,"('note', 'also')",agrofy.news.brasil
,,"('also', 'says')",agrofy.news.brasil
,,"('says', 'brazilian')",agrofy.news.brasil
,,"('brazilian', 'agro')",agrofy.news.brasil
,,"('agro', 'many')",agrofy.news.brasil
,,"('many', 'years')",agrofy.news.brasil
,,"('years', 'important')",agrofy.news.brasil
,,"('important', 'actor')",agrofy.news.brasil
,,"('actor', 'development')",agrofy.news.brasil
,,"('development', 'brazil')",agrofy.news.brasil
,,"('brazil', 'bringing')",agrofy.news.brasil
,,"('bringing', 'quality')",agrofy.news.brasil
,,"('quality', 'food')",agrofy.news.brasil
,,"('food', 'brazilian')",agrofy.news.brasil
,,"('brazilian', 'people')",agrofy.news.brasil
,,"('people', 'world')",agrofy.news.brasil
,,"('world', 'responsibility')",agrofy.news.brasil
,,"('responsibility', 'role')",agrofy.news.brasil
,,"('role', 'play')",agrofy.news.brasil
,,"('play', 'want')",agrofy.news.brasil
,,"('want', 'know')",agrofy.news.brasil
,,"('know', 'news')",agrofy.news.brasil
,,"('news', 'click')",agrofy.news.brasil
,,"('click', 'bio')",agrofy.news.brasil
,,"('bio', 'link')",agrofy.news.brasil
,,"('attentionemail', 'report')",isaias_garajau
,,"('report', 'involved')",isaias_garajau
,,"('involved', 'terrist')",isaias_garajau
,,"('terrist', 'attack')",isaias_garajau
,,"('brief', 'dituct')",radionortebrasilia
,,"('dituct', 'inauguration')",radionortebrasilia
,,"('inauguration', 'ceremony')",radionortebrasilia
,,"('ceremony', 'director')",radionortebrasilia
,,"('director', 'general')",radionortebrasilia
,,"('general', 'federal')",radionortebrasilia
,,"('federal', 'police')",radionortebrasilia
,,"('police', 'andrei')",radionortebrasilia
,,"('andrei', 'rodrigues')",radionortebrasilia
,,"('rodrigues', 'minister')",radionortebrasilia
,,"('minister', 'supreme')",radionortebrasilia
,,"('supreme', 'court')",radionortebrasilia
,,"('court', 'alexandre')",radionortebrasilia
,,"('alexandre', 'moraes')",radionortebrasilia
,,"('moraes', 'said')",radionortebrasilia
,,"('said', 'responsible')",radionortebrasilia
,,"('responsible', 'terrorist')",radionortebrasilia
,,"('terrorist', 'acts')",radionortebrasilia
,,"('acts', 'last')",radionortebrasilia
,,"('last', 'sunday')",radionortebrasilia
,,"('sunday', 'brasilia')",radionortebrasilia
,,"('brasilia', 'punished')",radionortebrasilia
,,"('punished', 'byinstitutions')",radionortebrasilia
,,"('byinstitutions', 'time')",radionortebrasilia
,,"('time', 'morais')",radionortebrasilia
,,"('morais', 'stressed')",radionortebrasilia
,,"('stressed', 'behavior')",radionortebrasilia
,,"('behavior', 'pockets')",radionortebrasilia
,,"('pockets', 'arrested')",radionortebrasilia
,,"('arrested', 'armys')",radionortebrasilia
,,"('armys', 'hq')",radionortebrasilia
,,"('hq', 'terrorists')",radionortebrasilia
,,"('terrorists', 'want')",radionortebrasilia
,,"('want', 'prison')",radionortebrasilia
,,"('prison', 'holiday')",radionortebrasilia
,,"('holiday', 'campspeech')",radionortebrasilia
,,"('campspeech', 'made')",radionortebrasilia
,,"('made', 'videos')",radionortebrasilia
,,"('videos', 'criminals')",radionortebrasilia
,,"('criminals', 'complaining')",radionortebrasilia
,,"('complaining', 'situation')",radionortebrasilia
,,"('situation', 'viralizing')",radionortebrasilia
,,"('viralizing', 'internet')",radionortebrasilia
,,"('internet', 'intervention')",radionortebrasilia
,,"('intervention', 'reproduction')",radionortebrasilia
,,"('reproduction', 'tv')",radionortebrasilia
,,"('tv', 'brasil')",radionortebrasilia
,,"('urgente', 'posted')",stefanybarretopatriota
,,"('posted', 'compartil')",stefanybarretopatriota
,,"('compartil', 'world')",stefanybarretopatriota
,,"('world', 'knowposted')",stefanybarretopatriota
,,"('knowposted', 'share')",stefanybarretopatriota
,,"('share', 'everywhere')",stefanybarretopatriota
,,"('everywhere', 'tag')",stefanybarretopatriota
,,"('tag', 'everyone')",stefanybarretopatriota
,,"('everyone', 'get')",stefanybarretopatriota
,,"('get', 'network')",stefanybarretopatriota
,,"('president', 'lula')",tvn.piaui
,,"('lula', 'decrees')",tvn.piaui
,,"('decrees', 'intervention')",tvn.piaui
,,"('intervention', 'df')",tvn.piaui
,,"('df', 'lula')",tvn.piaui
,,"('lula', 'made')",tvn.piaui
,,"('made', 'pronouncement')",tvn.piaui
,,"('pronouncement', 'declared')",tvn.piaui
,,"('declared', 'federal')",tvn.piaui
,,"('federal', 'intervention')",tvn.piaui
,,"('intervention', 'public')",tvn.piaui
,,"('public', 'security')",tvn.piaui
,,"('security', 'area')",tvn.piaui
,,"('area', 'federal')",tvn.piaui
,,"('federal', 'districtbut')",tvn.piaui
,,"('districtbut', 'measures')",tvn.piaui
,,"('measures', 'still')",tvn.piaui
,,"('still', 'adopted')",tvn.piaui
,,"('adopted', 'next')",tvn.piaui
,,"('next', 'days')",tvn.piaui
,,"('days', 'subscribe')",tvn.piaui
,,"('subscribe', 'channel')",tvn.piaui
,,"('channel', 'youtube')",tvn.piaui
,,"('youtube', 'follow')",tvn.piaui
,,"('follow', 'us')",tvn.piaui
,,"('us', 'instagram')",tvn.piaui
,,"('instagram', 'twitter')",tvn.piaui
,,"('power', 'people')",liliusa_
,,"('people', 'brazilian')",liliusa_
,,"('brazilian', 'president')",liliusa_
,,"('metaphor', 'corrupt')",kalelasaph
,,"('corrupt', 'thief')",kalelasaph
,,"('thief', 'ex')",kalelasaph
,,"('ex', 'prisoner')",kalelasaph
,,"('prisoner', 'greatest')",kalelasaph
,,"('greatest', 'liar')",kalelasaph
,,"('liar', 'landmakes')",kalelasaph
,,"('landmakes', 'l')",kalelasaph
,,"('l', 'rouanet')",kalelasaph
,,"('rouanet', 'law')",kalelasaph
,,"('law', 'thanks')",kalelasaph
,,"('thanks', 'insinsinsins')",kalelasaph
,,"('insinsinsins', 'way')",kalelasaph
,,"('way', 'post')",kalelasaph
,,"('post', 'video')",kalelasaph
,,"('brazil', 'needed')",glaucio_linhares
,,"('needed', 'full')",glaucio_linhares
,,"('full', 'proof')",glaucio_linhares
,,"('proof', 'longer')",glaucio_linhares
,,"('longer', 'live')",glaucio_linhares
,,"('live', 'democracy')",glaucio_linhares
,,"('democracy', 'already')",glaucio_linhares
,,"('already', 'lel')",glaucio_linhares
,,"('lel', 'insta')",glaucio_linhares
,,"('insta', 'insta')",glaucio_linhares
,,"('insta', 'truth')",glaucio_linhares
,,"('truth', 'live')",glaucio_linhares
,,"('live', 'dictatorship')",glaucio_linhares
,,"('dictatorship', 'blow')",glaucio_linhares
,,"('blow', 'countergolpe')",glaucio_linhares
,,"('countergolpe', 'short')",glaucio_linhares
,,"('short', 'commentcompartile')",glaucio_linhares
,,"('congratulations', 'senators')",brancarjrio
,,"('senators', 'decided')",brancarjrio
,,"('decided', 'serve')",brancarjrio
,,"('serve', 'outcome')",brancarjrio
,,"('outcome', 'population')",brancarjrio
,,"('population', 'dous')",brancarjrio
,,"('dous', 'bless')",brancarjrio
,,"('lel', 'insta')",glaucio_linhares
,,"('insta', 'insta')",glaucio_linhares
,,"('insta', 'truth')",glaucio_linhares
,,"('truth', 'live')",glaucio_linhares
,,"('live', 'dictatorship')",glaucio_linhares
,,"('dictatorship', 'blow')",glaucio_linhares
,,"('blow', 'countergolpe')",glaucio_linhares
,,"('countergolpe', 'short')",glaucio_linhares
,,"('short', 'commentcompartile')",glaucio_linhares
,,"('blocked', 'passage')",brancarjrio
,,"('passage', 'water')",brancarjrio
,,"('water', 'northeast')",brancarjrio
,,"('northeast', 'released')",brancarjrio
,,"('released', 'kites')",brancarjrio
,,"('best', 'place')",pamela_oficial_youtuber
,,"('place', 'sede')",pamela_oficial_youtuber
,,"('sede', 'sorocaba')",pamela_oficial_youtuber
,,"('sorocaba', 'pastors')",pamela_oficial_youtuber
,,"('pastors', 'birthday')",pamela_oficial_youtuber
,,"('birthday', 'thank')",pamela_oficial_youtuber
,,"('thank', 'god')",pamela_oficial_youtuber
,,"('god', 'providing')",pamela_oficial_youtuber
,,"('providing', 'moments')",pamela_oficial_youtuber
,,"('moments', 'like')",pamela_oficial_youtuber
,,"('like', 'thank')",pamela_oficial_youtuber
,,"('thank', 'ministry')",pamela_oficial_youtuber
,,"('ministry', 'pastors')",pamela_oficial_youtuber
,,"('pastors', 'neura')",pamela_oficial_youtuber
,,"('neura', 'amorim')",pamela_oficial_youtuber
,,"('amorim', 'anderson')",pamela_oficial_youtuber
,,"('anderson', 'leite')",pamela_oficial_youtuber
,,"('leite', 'milk')",pamela_oficial_youtuber
,,"('milk', 'values')",pamela_oficial_youtuber
,,"('values', 'comnikolas')",pamela_oficial_youtuber
,,"('strong', 'statement')",brancarjrio
,,"('end', 'xando')",pamela_oficial_youtuber
,,"('xando', 'error')",pamela_oficial_youtuber
,,"('error', 'video')",pamela_oficial_youtuber
,,"('video', 'january')",pamela_oficial_youtuber
,,"('january', 'downloaded')",pamela_oficial_youtuber
,,"('downloaded', 'kwai')",pamela_oficial_youtuber
,,"('kwai', 'app')",pamela_oficial_youtuber
,,"('app', 'saw')",pamela_oficial_youtuber
,,"('saw', 'short')",pamela_oficial_youtuber
,,"('short', 'go')",pamela_oficial_youtuber
,,"('go', 'share')",pamela_oficial_youtuber
,,"('share', 'president')",pamela_oficial_youtuber
,,"('president', 'first')",pamela_oficial_youtuber
,,"('first', 'lady')",pamela_oficial_youtuber
,,"('lady', 'communism')",pamela_oficial_youtuber
,,"('communism', 'pt')",pamela_oficial_youtuber
,,"('pt', 'lula')",pamela_oficial_youtuber
,,"('lula', 'president')",pamela_oficial_youtuber
,,"('president', 'values')",pamela_oficial_youtuber
,,"('values', 'comnikolas')",pamela_oficial_youtuber
,,"('campaign', 'one')",pamela_oficial_youtuber
,,"('one', 'reasons')",pamela_oficial_youtuber
,,"('reasons', 'brazils')",pamela_oficial_youtuber
,,"('brazils', 'setback')",pamela_oficial_youtuber
,,"('setback', 'ally')",pamela_oficial_youtuber
,,"('ally', 'fingers')",pamela_oficial_youtuber
,,"('fingers', 'short')",pamela_oficial_youtuber
,,"('short', 'go')",pamela_oficial_youtuber
,,"('go', 'share')",pamela_oficial_youtuber
,,"('share', 'president')",pamela_oficial_youtuber
,,"('president', 'first')",pamela_oficial_youtuber
,,"('first', 'lady')",pamela_oficial_youtuber
,,"('lady', 'communism')",pamela_oficial_youtuber
,,"('communism', 'pt')",pamela_oficial_youtuber
,,"('pt', 'lula')",pamela_oficial_youtuber
,,"('lula', 'president')",pamela_oficial_youtuber
,,"('president', 'values')",pamela_oficial_youtuber
,,"('values', 'comnikolas')",pamela_oficial_youtuber
,,"('globo', 'says')",brancarjrio
,,"('fair', 'gradeif')",glaucio_linhares
,,"('gradeif', 'press')",glaucio_linhares
,,"('press', 'information')",glaucio_linhares
,,"('information', 'true')",glaucio_linhares
,,"('true', 'could')",glaucio_linhares
,,"('could', 'configure')",glaucio_linhares
,,"('configure', 'unconstitutional')",glaucio_linhares
,,"('unconstitutional', 'interference')",glaucio_linhares
,,"('interference', 'judiciary')",glaucio_linhares
,,"('judiciary', 'legislature')",glaucio_linhares
,,"('legislature', 'part')",glaucio_linhares
,,"('part', 'constitution')",glaucio_linhares
,,"('constitution', 'displayed')",glaucio_linhares
,,"('displayed', 'gustavo')",glaucio_linhares
,,"('gustavo', 'lel')",glaucio_linhares
,,"('lel', 'insta')",glaucio_linhares
,,"('insta', 'insta')",glaucio_linhares
,,"('insta', 'truth')",glaucio_linhares
,,"('truth', 'live')",glaucio_linhares
,,"('live', 'dictatorship')",glaucio_linhares
,,"('dictatorship', 'blow')",glaucio_linhares
,,"('blow', 'countergolpe')",glaucio_linhares
,,"('countergolpe', 'short')",glaucio_linhares
,,"('short', 'commentcompartile')",glaucio_linhares
,,"('closed', 'taps')",brancarjrio
,,"('taps', 'kite')",brancarjrio
,,"('kite', 'car')",brancarjrio
,,"('senate', 'president')",brancarjrio
,,"('president', 'rogrio')",brancarjrio
,,"('rogrio', 'marinho')",brancarjrio
,,"('marinho', 'future')",brancarjrio
,,"('future', 'children')",brancarjrio
,,"('dont', 'miss')",glaucio_linhares
,,"('miss', 'class')",glaucio_linhares
,,"('class', 'lel')",glaucio_linhares
,,"('lel', 'insta')",glaucio_linhares
,,"('insta', 'insta')",glaucio_linhares
,,"('insta', 'truth')",glaucio_linhares
,,"('truth', 'live')",glaucio_linhares
,,"('live', 'dictatorship')",glaucio_linhares
,,"('dictatorship', 'blow')",glaucio_linhares
,,"('blow', 'countergolpe')",glaucio_linhares
,,"('countergolpe', 'short')",glaucio_linhares
,,"('short', 'commentcompartile')",glaucio_linhares
,,"('talented', 'artist')",distribuidora_cleaning
,,"('artist', 'broken')",distribuidora_cleaning
,,"('broken', 'made')",distribuidora_cleaning
,,"('made', 'acronym')",distribuidora_cleaning
,,"('acronym', 'love')",distribuidora_cleaning
,,"('love', 'feeling')",distribuidora_cleaning
,,"('feeling', 'know')",distribuidora_cleaning
,,"('know', 'work')",distribuidora_cleaning
,,"('work', 'harder')",distribuidora_cleaning
,,"('harder', 'pay')",distribuidora_cleaning
,,"('pay', 'taxes')",distribuidora_cleaning
,,"('taxes', 'rouanet')",distribuidora_cleaning
,,"('rouanet', 'law')",distribuidora_cleaning
,,"('law', 'believed')",distribuidora_cleaning
,,"('believed', 'himnot')",distribuidora_cleaning
,,"('himnot', 'mention')",distribuidora_cleaning
,,"('mention', 'youtuber')",distribuidora_cleaning
,,"('youtuber', 'pt')",distribuidora_cleaning
,,"('pt', 'wants')",distribuidora_cleaning
,,"('wants', 'us')",distribuidora_cleaning
,,"('us', 'play')",distribuidora_cleaning
,,"('play', 'make')",distribuidora_cleaning
,,"('make', 'prostamp')",distribuidora_cleaning
,,"('prostamp', 'channel')",distribuidora_cleaning
,,"('channel', 'lets')",distribuidora_cleaning
,,"('lets', 'work')",distribuidora_cleaning
,,"('work', 'guys')",distribuidora_cleaning
,,"('cant', 'silence')",papaisonega
,,"('silence', 'boy')",papaisonega
,,"('understand', 'case')",glaucio_linhares
,,"('case', 'indians')",glaucio_linhares
,,"('indians', 'causes')",glaucio_linhares
,,"('causes', 'uses')",glaucio_linhares
,,"('uses', 'favor')",glaucio_linhares
,,"('favor', 'lel')",glaucio_linhares
,,"('lel', 'insta')",glaucio_linhares
,,"('insta', 'insta')",glaucio_linhares
,,"('insta', 'truth')",glaucio_linhares
,,"('truth', 'live')",glaucio_linhares
,,"('live', 'dictatorship')",glaucio_linhares
,,"('dictatorship', 'blow')",glaucio_linhares
,,"('blow', 'countergolpe')",glaucio_linhares
,,"('countergolpe', 'short')",glaucio_linhares
,,"('short', 'commentcompartile')",glaucio_linhares
,,"('follow', 'president')",rodrigopaivarj
,,"('closed', 'floodgates')",brancarjrio
,,"('floodgates', 'francisco')",brancarjrio
,,"('francisco', 'river')",brancarjrio
,,"('river', 'pled')",brancarjrio
,,"('pled', 'kite')",brancarjrio
,,"('kite', 'car')",brancarjrio
,,"('car', 'enter')",brancarjrio
,,"('enter', 'another')",brancarjrio
,,"('another', 'little')",brancarjrio
,,"('little', 'money')",brancarjrio
,,"('money', 'father')",brancarjrio
,,"('father', 'poor')",brancarjrio
,,"('go', 'sale')",brancarjrio
,,"('news', 'country')",monsterdubronx
,,"('country', 'peace')",monsterdubronx
,,"('peace', 'whenever')",monsterdubronx
,,"('whenever', 'possible')",monsterdubronx
,,"('possible', 'truth')",monsterdubronx
,,"('truth', 'price')",monsterdubronx
,,"('price', 'omission')",monsterdubronx
,,"('omission', 'never')",monsterdubronx
,,"('never', 'martin')",monsterdubronx
,,"('martin', 'luther')",monsterdubronx
,,"('luther', 'dont')",monsterdubronx
,,"('dont', 'know')",monsterdubronx
,,"('know', 'future')",monsterdubronx
,,"('future', 'awaits')",monsterdubronx
,,"('awaits', 'dont')",monsterdubronx
,,"('dont', 'know')",monsterdubronx
,,"('know', 'long')",monsterdubronx
,,"('long', 'well')",monsterdubronx
,,"('well', 'able')",monsterdubronx
,,"('able', 'fight')",monsterdubronx
,,"('fight', 'part')",monsterdubronx
,,"('part', 'resistance')",monsterdubronx
,,"('resistance', 'already')",monsterdubronx
,,"('already', 'silent')",monsterdubronx
,,"('silent', 'censorship')",monsterdubronx
,,"('censorship', 'totally')",monsterdubronx
,,"('totally', 'structured')",monsterdubronx
,,"('structured', 'organized')",monsterdubronx
,,"('organized', 'gang')",monsterdubronx
,,"('gang', 'installed')",monsterdubronx
,,"('installed', 'cunningly')",monsterdubronx
,,"('cunningly', 'systematically')",monsterdubronx
,,"('systematically', 'devastate')",monsterdubronx
,,"('devastate', 'slavery')",monsterdubronx
,,"('slavery', 'oppress')",monsterdubronx
,,"('oppress', 'torture')",monsterdubronx
,,"('torture', 'brazilian')",monsterdubronx
,,"('brazilian', 'people')",monsterdubronx
,,"('people', 'want')",monsterdubronx
,,"('want', 'share')",monsterdubronx
,,"('share', 'country')",monsterdubronx
,,"('country', 'among')",monsterdubronx
,,"('among', 'nationsguerrathe')",monsterdubronx
,,"('nationsguerrathe', 'freedom')",monsterdubronx
,,"('freedom', 'entire')",monsterdubronx
,,"('entire', 'people')",monsterdubronx
,,"('people', 'trizindependent')",monsterdubronx
,,"('trizindependent', 'happens')",monsterdubronx
,,"('happens', 'certainty')",monsterdubronx
,,"('certainty', 'general')",monsterdubronx
,,"('general', 'command')",monsterdubronx
,,"('command', 'brazil')",monsterdubronx
